date,hour,total_sales
2023-08-18,18,220.42
2023-08-18,19,242.83
2023-08-18,20,386.74
2023-08-18,21,394.25
2023-08-19,8,572.13
2023-08-19,9,310.17
2023-08-19,10,826.19
2023-08-19,11,715.71
2023-08-19,12,261.52
2023-08-19,13,712.88
2023-08-19,14,779.32
2023-08-19,15,432.42
2023-08-19,16,1254.57
2023-08-19,17,698.57
2023-08-19,18,662.48
2023-08-19,19,491.69
2023-08-19,20,371.16
2023-08-19,21,784.44
2023-08-20,8,874.85
2023-08-20,9,772.32
2023-08-20,10,866.38
2023-08-20,11,765.81
2023-08-20,12,761.87
2023-08-20,13,921.8
2023-08-20,14,601.4
2023-08-20,15,316.66
2023-08-20,16,613.16
2023-08-20,17,381.97
2023-08-20,18,329.81
2023-08-20,19,419.52
2023-08-20,20,954.37
2023-08-20,21,557.93
2023-08-21,8,355.82
2023-08-21,9,205.88
2023-08-21,10,368.8
2023-08-21,11,266.85
2023-08-21,12,484.9
2023-08-21,13,195.51
2023-08-21,14,289.73
2023-08-21,15,484.52
2023-08-21,16,615.25
2023-08-21,17,203.65
2023-08-21,18,570.53
2023-08-21,19,286.42
2023-08-21,20,399.29
2023-08-21,21,544.25
2023-08-22,8,235.84
2023-08-22,9,207.76
2023-08-22,10,573.05
2023-08-22,11,202.94
2023-08-22,12,173.94
2023-08-22,13,713.27
2023-08-22,14,294.51
2023-08-22,15,83.85
2023-08-22,16,724.65
2023-08-22,17,839.77
2023-08-22,18,549.31
2023-08-22,19,317.9
2023-08-22,20,275.61
2023-08-22,21,449.45
2023-08-23,8,185.92
2023-08-23,9,298.32
2023-08-23,10,579.2
2023-08-23,11,191.9
2023-08-23,12,388.9
2023-08-23,13,622.96
2023-08-23,14,338.85
2023-08-23,15,360.73
2023-08-23,16,290.3
2023-08-23,17,870.87
2023-08-23,18,407.82
2023-08-23,19,100.74
2023-08-23,20,335.03
2023-08-23,21,118.73
2023-08-24,8,157.64
2023-08-24,9,101.02
2023-08-24,10,404.98
2023-08-24,11,295.08
2023-08-24,12,472.47
2023-08-24,13,756.1
2023-08-24,14,126.09
2023-08-24,15,288.44
2023-08-24,16,864.0
2023-08-24,17,236.47
2023-08-24,18,686.64
2023-08-24,19,451.39
2023-08-24,20,161.19
2023-08-24,21,386.25
2023-08-25,8,106.05
2023-08-25,9,430.76
2023-08-25,10,190.28
2023-08-25,11,542.93
2023-08-25,12,478.02
2023-08-25,13,734.46
2023-08-25,14,98.75
2023-08-25,15,498.64
2023-08-25,16,896.07
2023-08-25,17,217.83
2023-08-25,18,521.1
2023-08-25,19,233.48
2023-08-25,20,142.47
2023-08-25,21,286.46
2023-08-26,8,928.5
2023-08-26,9,563.71
2023-08-26,10,754.61
2023-08-26,11,923.82
2023-08-26,12,484.23
2023-08-26,13,1161.05
2023-08-26,14,711.7
2023-08-26,15,508.37
2023-08-26,16,424.51
2023-08-26,17,1059.18
2023-08-26,18,962.42
2023-08-26,19,483.42
2023-08-26,20,424.44
2023-08-26,21,594.86
2023-08-27,8,360.88
2023-08-27,9,852.4
2023-08-27,10,773.71
2023-08-27,11,962.56
2023-08-27,12,1180.44
2023-08-27,13,394.93
2023-08-27,14,423.65
2023-08-27,15,313.05
2023-08-27,16,1460.28
2023-08-27,17,997.73
2023-08-27,18,952.51
2023-08-27,19,1080.81
2023-08-27,20,840.46
2023-08-27,21,536.94
2023-08-28,8,291.06
2023-08-28,9,221.06
2023-08-28,10,357.62
2023-08-28,11,209.3
2023-08-28,12,731.65
2023-08-28,13,599.7
2023-08-28,14,157.04
2023-08-28,15,444.85
2023-08-28,16,483.61
2023-08-28,17,604.09
2023-08-28,18,250.45
2023-08-28,19,434.06
2023-08-28,20,480.4
2023-08-28,21,463.39
2023-08-29,8,250.96
2023-08-29,9,168.46
2023-08-29,10,358.66
2023-08-29,11,793.81
2023-08-29,12,220.29
2023-08-29,13,891.34
2023-08-29,14,140.97
2023-08-29,15,342.73
2023-08-29,16,436.94
2023-08-29,17,839.69
2023-08-29,18,613.99
2023-08-29,19,220.54
2023-08-29,20,518.31
2023-08-29,21,295.87
2023-08-30,8,491.02
2023-08-30,9,116.57
2023-08-30,10,479.5
2023-08-30,11,276.68
2023-08-30,12,609.13
2023-08-30,13,259.65
2023-08-30,14,127.35
2023-08-30,15,312.52
2023-08-30,16,465.78
2023-08-30,17,168.83
2023-08-30,18,900.52
2023-08-30,19,207.32
2023-08-30,20,306.39
2023-08-30,21,84.61
2023-08-31,8,489.89
2023-08-31,9,188.42
2023-08-31,10,262.55
2023-08-31,11,480.81
2023-08-31,12,296.61
2023-08-31,13,183.86
2023-08-31,14,160.57
2023-08-31,15,262.5
2023-08-31,16,181.81
2023-08-31,17,467.19
2023-08-31,18,738.5
2023-08-31,19,245.59
2023-08-31,20,509.24
2023-08-31,21,152.71
2023-09-01,8,217.96
2023-09-01,9,236.63
2023-09-01,10,572.4
2023-09-01,11,615.63
2023-09-01,12,649.34
2023-09-01,13,623.01
2023-09-01,14,390.02
2023-09-01,15,156.79
2023-09-01,16,612.76
2023-09-01,17,580.63
2023-09-01,18,568.52
2023-09-01,19,116.09
2023-09-01,20,246.69
2023-09-01,21,494.6
2023-09-02,8,331.45
2023-09-02,9,426.24
2023-09-02,10,485.24
2023-09-02,11,925.44
2023-09-02,12,358.49
2023-09-02,13,1297.2
2023-09-02,14,781.72
2023-09-02,15,611.41
2023-09-02,16,593.46
2023-09-02,17,1057.35
2023-09-02,18,927.36
2023-09-02,19,760.5
2023-09-02,20,1018.29
2023-09-02,21,509.2
2023-09-03,8,735.97
2023-09-03,9,350.92
2023-09-03,10,887.3
2023-09-03,11,842.64
2023-09-03,12,415.18
2023-09-03,13,763.25
2023-09-03,14,582.48
2023-09-03,15,417.48
2023-09-03,16,527.76
2023-09-03,17,1266.59
2023-09-03,18,756.42
2023-09-03,19,211.23
2023-09-03,20,971.02
2023-09-03,21,406.43
2023-09-04,8,639.27
2023-09-04,9,189.23
2023-09-04,10,418.0
2023-09-04,11,538.52
2023-09-04,12,347.2
2023-09-04,13,223.32
2023-09-04,14,131.69
2023-09-04,15,806.36
2023-09-04,16,226.31
2023-09-04,17,507.89
2023-09-04,18,778.66
2023-09-04,19,234.42
2023-09-04,20,108.68
2023-09-04,21,147.33
2023-09-05,8,335.48
2023-09-05,9,299.13
2023-09-05,10,229.59
2023-09-05,11,275.53
2023-09-05,12,303.47
2023-09-05,13,530.53
2023-09-05,14,343.25
2023-09-05,15,210.29
2023-09-05,16,347.22
2023-09-05,17,353.11
2023-09-05,18,672.98
2023-09-05,19,224.47
2023-09-05,20,197.82
2023-09-05,21,375.68
2023-09-06,8,238.9
2023-09-06,9,373.05
2023-09-06,10,418.55
2023-09-06,11,262.56
2023-09-06,12,240.35
2023-09-06,13,384.25
2023-09-06,14,697.73
2023-09-06,15,579.7
2023-09-06,16,645.85
2023-09-06,17,955.92
2023-09-06,18,225.86
2023-09-06,19,386.25
2023-09-06,20,397.29
2023-09-06,21,157.26
2023-09-07,8,197.39
2023-09-07,9,140.35
2023-09-07,10,273.52
2023-09-07,11,648.88
2023-09-07,12,539.42
2023-09-07,13,320.83
2023-09-07,14,141.66
2023-09-07,15,712.55
2023-09-07,16,611.57
2023-09-07,17,795.05
2023-09-07,18,192.26
2023-09-07,19,269.35
2023-09-07,20,572.92
2023-09-07,21,170.37
2023-09-08,8,315.15
2023-09-08,9,242.54
2023-09-08,10,369.92
2023-09-08,11,213.07
2023-09-08,12,278.39
2023-09-08,13,482.6
2023-09-08,14,225.3
2023-09-08,15,295.79
2023-09-08,16,757.92
2023-09-08,17,360.03
2023-09-08,18,288.27
2023-09-08,19,214.33
2023-09-08,20,514.28
2023-09-08,21,427.21
2023-09-09,8,411.64
2023-09-09,9,556.14
2023-09-09,10,1114.54
2023-09-09,11,511.51
2023-09-09,12,622.08
2023-09-09,13,585.81
2023-09-09,14,520.72
2023-09-09,15,460.17
2023-09-09,16,966.83
2023-09-09,17,1357.67
2023-09-09,18,1051.84
2023-09-09,19,243.42
2023-09-09,20,464.57
2023-09-09,21,384.47
2023-09-10,8,946.59
2023-09-10,9,344.79
2023-09-10,10,493.69
2023-09-10,11,856.6
2023-09-10,12,1264.97
2023-09-10,13,272.56
2023-09-10,14,662.48
2023-09-10,15,398.36
2023-09-10,16,823.02
2023-09-10,17,417.09
2023-09-10,18,525.44
2023-09-10,19,1001.77
2023-09-10,20,892.23
2023-09-10,21,284.93
2023-09-11,8,263.37
2023-09-11,9,327.51
2023-09-11,10,224.96
2023-09-11,11,170.58
2023-09-11,12,546.49
2023-09-11,13,617.86
2023-09-11,14,110.63
2023-09-11,15,169.88
2023-09-11,16,740.23
2023-09-11,17,713.9
2023-09-11,18,489.81
2023-09-11,19,148.56
2023-09-11,20,66.17
2023-09-11,21,112.75
2023-09-12,8,762.35
2023-09-12,9,574.66
2023-09-12,10,551.16
2023-09-12,11,641.61
2023-09-12,12,565.27
2023-09-12,13,240.65
2023-09-12,14,185.99
2023-09-12,15,346.39
2023-09-12,16,313.52
2023-09-12,17,451.61
2023-09-12,18,246.38
2023-09-12,19,220.54
2023-09-12,20,108.46
2023-09-12,21,196.7
2023-09-13,8,389.08
2023-09-13,9,433.29
2023-09-13,10,147.35
2023-09-13,11,410.51
2023-09-13,12,518.39
2023-09-13,13,693.49
2023-09-13,14,224.09
2023-09-13,15,596.46
2023-09-13,16,673.0
2023-09-13,17,888.5
2023-09-13,18,853.48
2023-09-13,19,152.22
2023-09-13,20,345.64
2023-09-13,21,286.35
2023-09-14,8,699.92
2023-09-14,9,385.75
2023-09-14,10,301.35
2023-09-14,11,555.73
2023-09-14,12,611.08
2023-09-14,13,651.6
2023-09-14,14,156.73
2023-09-14,15,195.33
2023-09-14,16,406.58
2023-09-14,17,665.08
2023-09-14,18,696.64
2023-09-14,19,115.08
2023-09-14,20,219.78
2023-09-14,21,167.89
2023-09-15,8,162.04
2023-09-15,9,381.13
2023-09-15,10,263.93
2023-09-15,11,543.14
2023-09-15,12,256.61
2023-09-15,13,454.14
2023-09-15,14,241.45
2023-09-15,15,263.71
2023-09-15,16,404.02
2023-09-15,17,757.06
2023-09-15,18,325.37
2023-09-15,19,304.52
2023-09-15,20,158.79
2023-09-15,21,151.45
2023-09-16,8,472.27
2023-09-16,9,792.38
2023-09-16,10,657.32
2023-09-16,11,885.56
2023-09-16,12,609.4
2023-09-16,13,604.63
2023-09-16,14,295.64
2023-09-16,15,500.39
2023-09-16,16,1201.2
2023-09-16,17,1371.58
2023-09-16,18,746.9
2023-09-16,19,673.79
2023-09-16,20,1073.95
2023-09-16,21,719.49
2023-09-17,8,652.38
2023-09-17,9,602.03
2023-09-17,10,732.55
2023-09-17,11,762.21
2023-09-17,12,269.76
2023-09-17,13,510.24
2023-09-17,14,912.37
2023-09-17,15,488.65
2023-09-17,16,1136.31
2023-09-17,17,1053.93
2023-09-17,18,470.83
2023-09-17,19,507.48
2023-09-17,20,912.47
2023-09-17,21,573.9
2023-09-18,8,127.99
2023-09-18,9,231.91
2023-09-18,10,140.7
2023-09-18,11,737.73
2023-09-18,12,408.09
2023-09-18,13,595.53
2023-09-18,14,193.39
2023-09-18,15,215.44
2023-09-18,16,516.9
2023-09-18,17,197.15
2023-09-18,18,726.79
2023-09-18,19,386.77
2023-09-18,20,178.05
2023-09-18,21,89.18
2023-09-19,8,199.43
2023-09-19,9,312.14
2023-09-19,10,148.04
2023-09-19,11,649.82
2023-09-19,12,240.48
2023-09-19,13,434.12
2023-09-19,14,180.92
2023-09-19,15,304.46
2023-09-19,16,613.81
2023-09-19,17,419.26
2023-09-19,18,358.87
2023-09-19,19,299.08
2023-09-19,20,569.4
2023-09-19,21,218.15
2023-09-20,8,484.53
2023-09-20,9,451.05
2023-09-20,10,220.11
2023-09-20,11,425.48
2023-09-20,12,933.32
2023-09-20,13,337.74
2023-09-20,14,317.98
2023-09-20,15,143.57
2023-09-20,16,907.69
2023-09-20,17,545.96
2023-09-20,18,549.69
2023-09-20,19,604.52
2023-09-20,20,531.99
2023-09-20,21,241.35
2023-09-21,8,358.31
2023-09-21,9,269.63
2023-09-21,10,676.49
2023-09-21,11,324.16
2023-09-21,12,683.18
2023-09-21,13,175.44
2023-09-21,14,309.26
2023-09-21,15,329.95
2023-09-21,16,531.55
2023-09-21,17,542.11
2023-09-21,18,189.23
2023-09-21,19,619.21
2023-09-21,20,342.91
2023-09-21,21,206.52
2023-09-22,8,204.72
2023-09-22,9,379.59
2023-09-22,10,199.16
2023-09-22,11,761.14
2023-09-22,12,526.3
2023-09-22,13,458.03
2023-09-22,14,384.59
2023-09-22,15,507.64
2023-09-22,16,293.94
2023-09-22,17,568.17
2023-09-22,18,243.47
2023-09-22,19,370.99
2023-09-22,20,242.4
2023-09-22,21,128.38
2023-09-23,8,677.11
2023-09-23,9,615.54
2023-09-23,10,639.18
2023-09-23,11,423.68
2023-09-23,12,989.59
2023-09-23,13,541.28
2023-09-23,14,523.57
2023-09-23,15,484.07
2023-09-23,16,830.73
2023-09-23,17,775.04
2023-09-23,18,356.91
2023-09-23,19,763.35
2023-09-23,20,936.72
2023-09-23,21,557.5
2023-09-24,8,514.28
2023-09-24,9,757.96
2023-09-24,10,344.72
2023-09-24,11,492.97
2023-09-24,12,722.61
2023-09-24,13,472.86
2023-09-24,14,346.42
2023-09-24,15,569.49
2023-09-24,16,636.42
2023-09-24,17,663.8
2023-09-24,18,1150.95
2023-09-24,19,724.16
2023-09-24,20,860.84
2023-09-24,21,408.03
2023-09-25,8,193.49
2023-09-25,9,172.04
2023-09-25,10,344.59
2023-09-25,11,142.37
2023-09-25,12,331.74
2023-09-25,13,152.08
2023-09-25,14,344.14
2023-09-25,15,340.94
2023-09-25,16,746.42
2023-09-25,17,999.09
2023-09-25,18,390.22
2023-09-25,19,448.54
2023-09-25,20,311.66
2023-09-25,21,233.65
2023-09-26,8,390.44
2023-09-26,9,272.17
2023-09-26,10,96.74
2023-09-26,11,357.24
2023-09-26,12,246.89
2023-09-26,13,317.99
2023-09-26,14,191.13
2023-09-26,15,172.76
2023-09-26,16,713.44
2023-09-26,17,180.63
2023-09-26,18,791.2
2023-09-26,19,324.44
2023-09-26,20,291.78
2023-09-26,21,406.34
2023-09-27,8,157.33
2023-09-27,9,359.1
2023-09-27,10,459.85
2023-09-27,11,783.33
2023-09-27,12,575.16
2023-09-27,13,214.19
2023-09-27,14,178.29
2023-09-27,15,530.84
2023-09-27,16,417.42
2023-09-27,17,758.35
2023-09-27,18,593.7
2023-09-27,19,350.3
2023-09-27,20,559.59
2023-09-27,21,153.7
2023-09-28,8,246.14
2023-09-28,9,596.6
2023-09-28,10,463.59
2023-09-28,11,338.52
2023-09-28,12,496.43
2023-09-28,13,523.45
2023-09-28,14,245.27
2023-09-28,15,658.55
2023-09-28,16,493.08
2023-09-28,17,687.3
2023-09-28,18,874.21
2023-09-28,19,362.66
2023-09-28,20,155.43
2023-09-28,21,451.74
2023-09-29,8,562.01
2023-09-29,9,296.11
2023-09-29,10,426.78
2023-09-29,11,715.48
2023-09-29,12,513.11
2023-09-29,13,302.94
2023-09-29,14,168.44
2023-09-29,15,389.89
2023-09-29,16,642.1
2023-09-29,17,669.33
2023-09-29,18,268.87
2023-09-29,19,125.75
2023-09-29,20,349.28
2023-09-29,21,377.01
2023-09-30,8,412.1
2023-09-30,9,305.36
2023-09-30,10,946.38
2023-09-30,11,654.44
2023-09-30,12,438.02
2023-09-30,13,610.0
2023-09-30,14,379.16
2023-09-30,15,465.35
2023-09-30,16,789.01
2023-09-30,17,1252.67
2023-09-30,18,1005.17
2023-09-30,19,774.91
2023-09-30,20,777.11
2023-09-30,21,846.35
2023-10-01,8,294.26
2023-10-01,9,272.8
2023-10-01,10,509.86
2023-10-01,11,491.49
2023-10-01,12,883.13
2023-10-01,13,1092.91
2023-10-01,14,580.44
2023-10-01,15,680.1
2023-10-01,16,290.67
2023-10-01,17,381.72
2023-10-01,18,838.04
2023-10-01,19,696.94
2023-10-01,20,1048.56
2023-10-01,21,616.75
2023-10-02,8,267.68
2023-10-02,9,269.1
2023-10-02,10,160.79
2023-10-02,11,310.54
2023-10-02,12,659.06
2023-10-02,13,521.57
2023-10-02,14,134.09
2023-10-02,15,331.07
2023-10-02,16,566.38
2023-10-02,17,527.83
2023-10-02,18,523.73
2023-10-02,19,231.33
2023-10-02,20,571.03
2023-10-02,21,642.92
2023-10-03,8,355.52
2023-10-03,9,501.64
2023-10-03,10,406.14
2023-10-03,11,450.73
2023-10-03,12,692.19
2023-10-03,13,829.53
2023-10-03,14,182.93
2023-10-03,15,404.29
2023-10-03,16,541.48
2023-10-03,17,209.03
2023-10-03,18,482.96
2023-10-03,19,219.44
2023-10-03,20,376.58
2023-10-03,21,127.43
2023-10-04,8,219.84
2023-10-04,9,239.19
2023-10-04,10,817.31
2023-10-04,11,449.55
2023-10-04,12,488.48
2023-10-04,13,736.24
2023-10-04,14,386.83
2023-10-04,15,209.27
2023-10-04,16,600.74
2023-10-04,17,208.55
2023-10-04,18,463.28
2023-10-04,19,383.18
2023-10-04,20,318.82
2023-10-04,21,272.99
2023-10-05,8,126.64
2023-10-05,9,90.18
2023-10-05,10,317.42
2023-10-05,11,532.17
2023-10-05,12,394.7
2023-10-05,13,608.61
2023-10-05,14,363.12
2023-10-05,15,302.1
2023-10-05,16,439.4
2023-10-05,17,465.35
2023-10-05,18,765.65
2023-10-05,19,318.26
2023-10-05,20,184.47
2023-10-05,21,720.05
2023-10-06,8,135.8
2023-10-06,9,302.71
2023-10-06,10,485.88
2023-10-06,11,472.32
2023-10-06,12,602.86
2023-10-06,13,575.97
2023-10-06,14,264.27
2023-10-06,15,390.59
2023-10-06,16,447.99
2023-10-06,17,333.89
2023-10-06,18,731.46
2023-10-06,19,308.48
2023-10-06,20,218.83
2023-10-06,21,383.99
2023-10-07,8,767.77
2023-10-07,9,707.24
2023-10-07,10,818.09
2023-10-07,11,375.13
2023-10-07,12,1098.0
2023-10-07,13,1021.92
2023-10-07,14,884.41
2023-10-07,15,941.59
2023-10-07,16,355.67
2023-10-07,17,469.03
2023-10-07,18,468.06
2023-10-07,19,746.5
2023-10-07,20,843.31
2023-10-07,21,689.7
2023-10-08,8,951.58
2023-10-08,9,650.98
2023-10-08,10,475.23
2023-10-08,11,662.27
2023-10-08,12,782.94
2023-10-08,13,655.49
2023-10-08,14,530.47
2023-10-08,15,957.77
2023-10-08,16,742.25
2023-10-08,17,729.9
2023-10-08,18,1098.02
2023-10-08,19,612.83
2023-10-08,20,173.44
2023-10-08,21,421.65
2023-10-09,8,336.07
2023-10-09,9,144.94
2023-10-09,10,190.5
2023-10-09,11,137.9
2023-10-09,12,723.7
2023-10-09,13,551.09
2023-10-09,14,120.49
2023-10-09,15,325.26
2023-10-09,16,283.42
2023-10-09,17,304.51
2023-10-09,18,748.99
2023-10-09,19,409.62
2023-10-09,20,421.28
2023-10-09,21,378.72
2023-10-10,8,312.81
2023-10-10,9,210.45
2023-10-10,10,340.24
2023-10-10,11,334.31
2023-10-10,12,382.92
2023-10-10,13,163.72
2023-10-10,14,155.03
2023-10-10,15,133.09
2023-10-10,16,460.17
2023-10-10,17,864.77
2023-10-10,18,402.63
2023-10-10,19,94.42
2023-10-10,20,248.99
2023-10-10,21,304.96
2023-10-11,8,383.41
2023-10-11,9,223.78
2023-10-11,10,153.5
2023-10-11,11,567.3
2023-10-11,12,498.79
2023-10-11,13,599.57
2023-10-11,14,200.23
2023-10-11,15,492.34
2023-10-11,16,471.72
2023-10-11,17,269.13
2023-10-11,18,738.61
2023-10-11,19,461.05
2023-10-11,20,307.55
2023-10-11,21,246.2
2023-10-12,8,369.48
2023-10-12,9,84.79
2023-10-12,10,449.51
2023-10-12,11,353.4
2023-10-12,12,165.89
2023-10-12,13,879.23
2023-10-12,14,72.94
2023-10-12,15,117.06
2023-10-12,16,480.16
2023-10-12,17,641.57
2023-10-12,18,414.86
2023-10-12,19,667.32
2023-10-12,20,643.08
2023-10-12,21,371.0
2023-10-13,8,194.39
2023-10-13,9,217.68
2023-10-13,10,130.27
2023-10-13,11,186.1
2023-10-13,12,483.58
2023-10-13,13,741.29
2023-10-13,14,81.96
2023-10-13,15,215.0
2023-10-13,16,243.7
2023-10-13,17,587.41
2023-10-13,18,269.64
2023-10-13,19,179.43
2023-10-13,20,358.39
2023-10-13,21,204.27
2023-10-14,8,941.26
2023-10-14,9,545.44
2023-10-14,10,268.76
2023-10-14,11,369.04
2023-10-14,12,1198.75
2023-10-14,13,1004.58
2023-10-14,14,866.46
2023-10-14,15,896.36
2023-10-14,16,1053.99
2023-10-14,17,546.13
2023-10-14,18,1118.21
2023-10-14,19,906.76
2023-10-14,20,1006.68
2023-10-14,21,229.94
2023-10-15,8,1064.95
2023-10-15,9,505.81
2023-10-15,10,694.01
2023-10-15,11,538.07
2023-10-15,12,874.88
2023-10-15,13,1084.81
2023-10-15,14,585.06
2023-10-15,15,789.59
2023-10-15,16,1222.26
2023-10-15,17,662.13
2023-10-15,18,914.44
2023-10-15,19,357.68
2023-10-15,20,1000.19
2023-10-15,21,784.8
2023-10-16,8,310.74
2023-10-16,9,219.12
2023-10-16,10,523.12
2023-10-16,11,287.6
2023-10-16,12,317.38
2023-10-16,13,161.81
2023-10-16,14,679.65
2023-10-16,15,230.65
2023-10-16,16,733.98
2023-10-16,17,577.21
2023-10-16,18,933.44
2023-10-16,19,460.19
2023-10-16,20,325.6
2023-10-16,21,267.46
2023-10-17,8,88.71
2023-10-17,9,247.62
2023-10-17,10,183.94
2023-10-17,11,282.03
2023-10-17,12,424.43
2023-10-17,13,383.48
2023-10-17,14,467.01
2023-10-17,15,108.31
2023-10-17,16,622.17
2023-10-17,17,428.62
2023-10-17,18,813.84
2023-10-17,19,391.55
2023-10-17,20,443.21
2023-10-17,21,94.07
2023-10-18,8,278.97
2023-10-18,9,311.57
2023-10-18,10,289.56
2023-10-18,11,241.1
2023-10-18,12,487.58
2023-10-18,13,433.94
2023-10-18,14,227.43
2023-10-18,15,81.57
2023-10-18,16,405.53
2023-10-18,17,804.61
2023-10-18,18,340.02
2023-10-18,19,56.94
2023-10-18,20,378.44
2023-10-18,21,223.65
2023-10-19,8,377.56
2023-10-19,9,88.84
2023-10-19,10,197.03
2023-10-19,11,320.83
2023-10-19,12,291.17
2023-10-19,13,427.16
2023-10-19,14,421.25
2023-10-19,15,217.71
2023-10-19,16,673.01
2023-10-19,17,636.49
2023-10-19,18,740.35
2023-10-19,19,239.86
2023-10-19,20,353.88
2023-10-19,21,561.75
2023-10-20,8,166.4
2023-10-20,9,260.89
2023-10-20,10,201.12
2023-10-20,11,404.7
2023-10-20,12,411.19
2023-10-20,13,286.67
2023-10-20,14,392.55
2023-10-20,15,615.72
2023-10-20,16,625.86
2023-10-20,17,389.68
2023-10-20,18,398.29
2023-10-20,19,276.28
2023-10-20,20,470.76
2023-10-20,21,110.76
2023-10-21,8,393.91
2023-10-21,9,880.72
2023-10-21,10,735.31
2023-10-21,11,1048.07
2023-10-21,12,1055.23
2023-10-21,13,533.44
2023-10-21,14,402.96
2023-10-21,15,606.04
2023-10-21,16,1148.62
2023-10-21,17,642.08
2023-10-21,18,746.89
2023-10-21,19,255.0
2023-10-21,20,389.09
2023-10-21,21,695.59
2023-10-22,8,478.12
2023-10-22,9,826.25
2023-10-22,10,310.95
2023-10-22,11,684.96
2023-10-22,12,1241.43
2023-10-22,13,894.04
2023-10-22,14,227.06
2023-10-22,15,567.5
2023-10-22,16,1255.08
2023-10-22,17,843.42
2023-10-22,18,1262.77
2023-10-22,19,548.79
2023-10-22,20,377.35
2023-10-22,21,257.39
2023-10-23,8,145.16
2023-10-23,9,136.36
2023-10-23,10,514.95
2023-10-23,11,637.32
2023-10-23,12,229.64
2023-10-23,13,498.72
2023-10-23,14,179.85
2023-10-23,15,217.5
2023-10-23,16,205.94
2023-10-23,17,507.97
2023-10-23,18,837.96
2023-10-23,19,163.06
2023-10-23,20,385.27
2023-10-23,21,449.32
2023-10-24,8,285.13
2023-10-24,9,478.55
2023-10-24,10,128.03
2023-10-24,11,706.38
2023-10-24,12,684.06
2023-10-24,13,569.66
2023-10-24,14,376.66
2023-10-24,15,220.74
2023-10-24,16,728.52
2023-10-24,17,565.31
2023-10-24,18,883.72
2023-10-24,19,420.81
2023-10-24,20,327.86
2023-10-24,21,407.12
2023-10-25,8,245.26
2023-10-25,9,248.88
2023-10-25,10,282.75
2023-10-25,11,544.5
2023-10-25,12,763.2
2023-10-25,13,407.19
2023-10-25,14,88.98
2023-10-25,15,425.65
2023-10-25,16,272.63
2023-10-25,17,679.8
2023-10-25,18,355.43
2023-10-25,19,336.26
2023-10-25,20,275.14
2023-10-25,21,411.24
2023-10-26,8,215.83
2023-10-26,9,288.9
2023-10-26,10,483.25
2023-10-26,11,478.55
2023-10-26,12,189.94
2023-10-26,13,280.94
2023-10-26,14,116.61
2023-10-26,15,133.46
2023-10-26,16,229.63
2023-10-26,17,508.46
2023-10-26,18,744.42
2023-10-26,19,400.39
2023-10-26,20,201.28
2023-10-26,21,316.6
2023-10-27,8,363.61
2023-10-27,9,612.16
2023-10-27,10,155.46
2023-10-27,11,398.12
2023-10-27,12,510.97
2023-10-27,13,340.91
2023-10-27,14,160.08
2023-10-27,15,565.64
2023-10-27,16,369.45
2023-10-27,17,513.09
2023-10-27,18,985.85
2023-10-27,19,348.49
2023-10-27,20,121.94
2023-10-27,21,618.29
2023-10-28,8,318.19
2023-10-28,9,554.49
2023-10-28,10,945.47
2023-10-28,11,804.33
2023-10-28,12,554.53
2023-10-28,13,1016.3
2023-10-28,14,814.57
2023-10-28,15,505.59
2023-10-28,16,1156.15
2023-10-28,17,1052.02
2023-10-28,18,265.43
2023-10-28,19,283.26
2023-10-28,20,570.09
2023-10-28,21,263.15
2023-10-29,8,549.3
2023-10-29,9,853.23
2023-10-29,10,613.13
2023-10-29,11,620.53
2023-10-29,12,780.86
2023-10-29,13,802.29
2023-10-29,14,254.56
2023-10-29,15,556.22
2023-10-29,16,1052.94
2023-10-29,17,1205.95
2023-10-29,18,650.94
2023-10-29,19,458.29
2023-10-29,20,431.55
2023-10-29,21,748.48
2023-10-30,8,231.68
2023-10-30,9,191.2
2023-10-30,10,189.04
2023-10-30,11,430.44
2023-10-30,12,157.75
2023-10-30,13,345.74
2023-10-30,14,225.78
2023-10-30,15,295.51
2023-10-30,16,274.14
2023-10-30,17,572.44
2023-10-30,18,312.22
2023-10-30,19,117.85
2023-10-30,20,226.71
2023-10-30,21,464.61
2023-10-31,8,279.34
2023-10-31,9,334.04
2023-10-31,10,560.31
2023-10-31,11,200.06
2023-10-31,12,464.73
2023-10-31,13,633.93
2023-10-31,14,470.73
2023-10-31,15,271.93
2023-10-31,16,670.79
2023-10-31,17,422.82
2023-10-31,18,168.12
2023-10-31,19,309.37
2023-10-31,20,112.81
2023-10-31,21,171.96
2023-11-01,8,269.0
2023-11-01,9,386.86
2023-11-01,10,190.93
2023-11-01,11,201.07
2023-11-01,12,194.31
2023-11-01,13,280.01
2023-11-01,14,282.85
2023-11-01,15,435.54
2023-11-01,16,834.43
2023-11-01,17,538.28
2023-11-01,18,589.97
2023-11-01,19,122.65
2023-11-01,20,184.89
2023-11-01,21,667.73
2023-11-02,8,149.76
2023-11-02,9,294.01
2023-11-02,10,270.1
2023-11-02,11,368.79
2023-11-02,12,350.42
2023-11-02,13,189.69
2023-11-02,14,258.35
2023-11-02,15,95.76
2023-11-02,16,718.88
2023-11-02,17,341.29
2023-11-02,18,708.84
2023-11-02,19,107.36
2023-11-02,20,315.17
2023-11-02,21,661.73
2023-11-03,8,95.7
2023-11-03,9,143.74
2023-11-03,10,247.67
2023-11-03,11,354.34
